city,exp,industry,list_2012,list_2013,list_2014,list_2015,list_2016,list_2017,list_2018,list_2019,list_2020,list_2021,unit
广西壮族自治区,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,居民服务和其他服务业城镇私营单位就业人员平均工资,22174,24336,27315,28553,30917,33624,34950,38980,36736,,元
广西壮族自治区,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,教育城镇私营单位就业人员平均工资,21415,24595,28078,31058,32704,33612,33871,34159,32227,,元
广西壮族自治区,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,卫生、社会保障和社会福利业城镇私营单位就业人员平均工资,27247,30584,32629,35242,37021,39066,41713,52859,54615,,元
广西壮族自治区,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,文化、体育和娱乐业城镇私营单位就业人员平均工资,20601,20050,23086,27013,29305,31994,32223,35667,37337,,元
广西壮族自治区,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,公共管理和社会组织城镇私营单位就业人员平均工资,,18869,,,,,,,,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,城镇私营单位就业人员平均工资,31920,36943,41295,44838,48236,53347,58258,62521,67302,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,农、林、牧、渔业城镇私营单位就业人员平均工资,22948,25709,30202,32705,35019,38992,40548,43240,51826,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,采矿业城镇私营单位就业人员平均工资,27276,29852,34365,35823,40103,40701,42556,48602,45426,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,制造业城镇私营单位就业人员平均工资,31670,35646,39618,43158,45859,50192,55393,58873,65788,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,电力、燃气及水的生产和供应业城镇私营单位就业人员平均工资,19181,21670,30323,33997,36753,40527,41696,48007,63702,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,建筑业城镇私营单位就业人员平均工资,30928,37488,41357,45574,52664,55752,58738,61674,65116,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,交通运输、仓储和邮政业城镇私营单位就业人员平均工资,33049,41074,58671,47719,47936,51098,60253,62485,66293,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,信息传输、计算机服务和软件业城镇私营单位就业人员平均工资,58905,61935,68948,77985,88008,100614,106799,114183,125143,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,批发和零售业城镇私营单位就业人员平均工资,33511,40866,40080,45095,48404,54153,57922,61467,62097,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,住宿和餐饮业城镇私营单位就业人员平均工资,25233,29401,32632,35141,37131,39627,43084,46344,45364,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,金融业城镇私营单位就业人员平均工资,35722,37383,47666,33391,38970,40073,45267,57493,106945,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,房地产业城镇私营单位就业人员平均工资,33140,39566,44175,49744,54663,60181,62525,64323,66162,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,租赁和商务服务业城镇私营单位就业人员平均工资,36607,41573,46864,53950,57346,61502,62969,68589,66077,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,科学研究、技术服务和地质勘查业城镇私营单位就业人员平均工资,48696,54150,70425,61761,70709,71753,74859,79494,82119,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,水利、环境和公共设施管理业城镇私营单位就业人员平均工资,26524,35293,40456,44577,48811,54617,53118,59587,57897,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,居民服务和其他服务业城镇私营单位就业人员平均工资,28900,30653,34844,37720,38286,42293,44862,48733,48759,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,教育城镇私营单位就业人员平均工资,29118,37452,36296,41673,43864,50419,52559,58804,53036,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,卫生、社会保障和社会福利业城镇私营单位就业人员平均工资,39262,47443,45162,52402,54802,59667,74167,74859,76209,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,文化、体育和娱乐业城镇私营单位就业人员平均工资,28311,33023,40322,49836,47878,54540,61534,65462,54836,,元
广东省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,公共管理和社会组织城镇私营单位就业人员平均工资,,31824,,,,,,,,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,城镇私营单位就业人员平均工资,24396,27637,30568,33033,34582,36978,40175,42012,51157,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,农、林、牧、渔业城镇私营单位就业人员平均工资,19898,23363,25463,27278,30757,32427,34049,34778,37604,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,采矿业城镇私营单位就业人员平均工资,31685,33314,35789,37897,39966,40962,43930,42669,51711,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,制造业城镇私营单位就业人员平均工资,23981,27287,30505,32687,33191,36170,39694,39875,54891,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,电力、燃气及水的生产和供应业城镇私营单位就业人员平均工资,24818,32001,32650,34189,35295,35856,38164,39659,46619,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,建筑业城镇私营单位就业人员平均工资,28694,29932,32961,35633,39598,41454,45382,51025,52525,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,交通运输、仓储和邮政业城镇私营单位就业人员平均工资,22577,25321,27765,30720,32623,34838,38701,39615,49666,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,信息传输、计算机服务和软件业城镇私营单位就业人员平均工资,29163,35898,36796,41647,43351,47937,53897,64528,69908,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,批发和零售业城镇私营单位就业人员平均工资,20023,23271,23699,25995,28974,29784,31689,33362,42576,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,住宿和餐饮业城镇私营单位就业人员平均工资,20042,23264,24238,25817,28487,29043,30993,32572,36550,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,金融业城镇私营单位就业人员平均工资,22832,26735,36013,39573,43586,47718,55415,60523,55739,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,房地产业城镇私营单位就业人员平均工资,24057,29032,33508,37569,39837,43709,46389,50408,48550,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,租赁和商务服务业城镇私营单位就业人员平均工资,23141,24571,28527,32098,34876,37470,39266,43035,49392,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,科学研究、技术服务和地质勘查业城镇私营单位就业人员平均工资,23251,34857,34953,37878,39698,43786,45846,52755,55216,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,水利、环境和公共设施管理业城镇私营单位就业人员平均工资,23092,24813,24543,26815,29158,31921,35419,41978,45261,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,居民服务和其他服务业城镇私营单位就业人员平均工资,20722,26474,30917,32933,35387,35745,36613,39552,44412,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,教育城镇私营单位就业人员平均工资,27836,31969,34485,38603,42233,42720,43399,46932,45554,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,卫生、社会保障和社会福利业城镇私营单位就业人员平均工资,29732,32314,34758,40327,42153,43041,46374,52375,58352,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,文化、体育和娱乐业城镇私营单位就业人员平均工资,20565,24419,24903,27725,30715,31066,33523,40503,46038,,元
湖南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,公共管理和社会组织城镇私营单位就业人员平均工资,14179,16421,17450,,,,,,,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,城镇私营单位就业人员平均工资,23037,25898,28534,31051,34167,37142,40126,43536,48295,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,农、林、牧、渔业城镇私营单位就业人员平均工资,16140,17742,21156,24343,26956,29036,29164,34844,40183,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,采矿业城镇私营单位就业人员平均工资,24971,29872,32087,34162,37935,39150,41112,43497,41533,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,制造业城镇私营单位就业人员平均工资,22640,25696,28670,31394,34037,37348,40146,43386,49213,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,电力、燃气及水的生产和供应业城镇私营单位就业人员平均工资,23430,26030,27271,30066,32936,34903,38205,39653,48762,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,建筑业城镇私营单位就业人员平均工资,23870,27611,31038,33548,37157,40276,43816,47636,51115,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,交通运输、仓储和邮政业城镇私营单位就业人员平均工资,19763,23379,25780,27931,33129,36617,39587,42168,50136,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,信息传输、计算机服务和软件业城镇私营单位就业人员平均工资,44776,33526,34907,36712,40709,43821,46376,51050,57821,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,批发和零售业城镇私营单位就业人员平均工资,20739,23028,24519,26751,31260,34081,37241,40850,42464,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,住宿和餐饮业城镇私营单位就业人员平均工资,21107,23694,25514,28032,29900,33287,36283,39140,38387,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,金融业城镇私营单位就业人员平均工资,33975,37203,39530,41546,39226,43882,47732,52651,76929,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,房地产业城镇私营单位就业人员平均工资,30361,33276,35980,37788,38739,42181,46880,49364,48848,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,租赁和商务服务业城镇私营单位就业人员平均工资,21929,24110,24758,27936,33088,35085,36180,39740,46757,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,科学研究、技术服务和地质勘查业城镇私营单位就业人员平均工资,27240,29828,30885,34501,36296,39315,42110,48791,54724,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,水利、环境和公共设施管理业城镇私营单位就业人员平均工资,19402,21578,23698,26291,28918,30904,32806,34034,38554,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,居民服务和其他服务业城镇私营单位就业人员平均工资,20319,23151,25190,27612,29222,32426,34908,37422,40724,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,教育城镇私营单位就业人员平均工资,22516,25519,28686,30269,32628,35100,38048,42172,38450,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,卫生、社会保障和社会福利业城镇私营单位就业人员平均工资,24418,26457,27215,28770,33174,35029,37989,41741,53206,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,文化、体育和娱乐业城镇私营单位就业人员平均工资,22016,23887,24795,27778,29014,31556,34307,38545,46427,,元
湖北省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,公共管理和社会组织城镇私营单位就业人员平均工资,18011,19994,,,,,,,,,元
河南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,城镇私营单位就业人员平均工资,21255,23936,27414,30546,33312,36730,40209,43194,46733,,元
河南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,农、林、牧、渔业城镇私营单位就业人员平均工资,17071,19869,23179,25526,27450,28690,29889,35305,38624,,元
河南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,采矿业城镇私营单位就业人员平均工资,22361,24314,27319,29201,33175,34662,36853,39199,41712,,元
河南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,制造业城镇私营单位就业人员平均工资,20844,23142,26867,30554,33157,36479,39704,42325,46774,,元
河南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,电力、燃气及水的生产和供应业城镇私营单位就业人员平均工资,21024,23711,25437,25060,30413,34239,38131,42889,47071,,元
河南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,建筑业城镇私营单位就业人员平均工资,24054,27104,31471,34154,36021,40547,43665,47650,49583,,元
河南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,交通运输、仓储和邮政业城镇私营单位就业人员平均工资,19581,24919,26689,29940,35533,38041,40226,43009,47500,,元
河南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,信息传输、计算机服务和软件业城镇私营单位就业人员平均工资,19111,22215,25343,30674,31976,37911,42472,46679,50772,,元
河南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,批发和零售业城镇私营单位就业人员平均工资,19339,23086,26384,27570,30965,34855,40076,41171,44361,,元
河南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,住宿和餐饮业城镇私营单位就业人员平均工资,19352,21798,25552,28682,33817,33425,34371,37370,38195,,元
河南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,金融业城镇私营单位就业人员平均工资,21652,20682,24345,28828,30091,33822,39414,37287,68899,,元
河南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,房地产业城镇私营单位就业人员平均工资,22621,26746,29808,32428,38208,40484,43995,47397,48095,,元
河南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,租赁和商务服务业城镇私营单位就业人员平均工资,21498,24655,26967,28815,32661,37514,42797,45119,50193,,元
河南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,科学研究、技术服务和地质勘查业城镇私营单位就业人员平均工资,26399,28898,32733,31556,33106,39085,46650,48029,52670,,元
河南省,平均工资指单位就业人员在一定时期内平均每人所得的货币工资额。它表明一定时期职工工资收入的高低程度，是反映就业人员工资水平的主要指标。计算公式为:平均工资=报告期实际支付的全部就业人员工资总额/报告期全部就业人员平均人数\n\n,水利、环境和公共设施管理业城镇私营单位就业人员平均工资,20480,24410,27333,29130,33090,34878,37145,39829,39196,,元
